Date,Open,High,Low,Close,Volume,Real Prices,Predicted Prices RF,Predicted Prices LR,Signal ML RF,Signal ML LR
2015-01-02,27.84749984741211,27.860000610351562,26.837499618530273,27.332500457763672,212818400,27.332500457763672,,,-1,-1
2015-01-05,27.072500228881836,27.162500381469727,26.352500915527344,26.5625,257142000,26.5625,,,-1,-1
2015-01-06,26.635000228881836,26.857500076293945,26.157499313354492,26.565000534057617,263188400,26.565000534057617,,,-1,-1
2015-01-07,26.799999237060547,27.049999237060547,26.674999237060547,26.9375,160423600,26.9375,,,-1,-1
2015-01-08,27.3075008392334,28.037500381469727,27.174999237060547,27.97249984741211,237458000,27.97249984741211,,,-1,-1
2015-01-09,28.167499542236328,28.3125,27.552499771118164,28.002500534057617,214798000,28.002500534057617,,,-1,-1
2015-01-12,28.149999618530273,28.157499313354492,27.200000762939453,27.3125,198603200,27.3125,,,-1,-1
2015-01-13,27.857500076293945,28.200000762939453,27.227500915527344,27.55500030517578,268367600,27.55500030517578,,,-1,-1
2015-01-14,27.260000228881836,27.622499465942383,27.125,27.450000762939453,195826400,27.450000762939453,,,-1,-1
2015-01-15,27.5,27.514999389648438,26.665000915527344,26.704999923706055,240056000,26.704999923706055,,,-1,-1
2015-01-16,26.75749969482422,26.895000457763672,26.299999237060547,26.497499465942383,314053200,26.497499465942383,,,-1,-1
2015-01-20,26.959999084472656,27.24250030517578,26.625,27.18000030517578,199599600,27.18000030517578,,,-1,-1
2015-01-21,27.237499237060547,27.764999389648438,27.0674991607666,27.387500762939453,194303600,27.387500762939453,,,-1,-1
2015-01-22,27.565000534057617,28.11750030517578,27.43000030517578,28.100000381469727,215185600,28.100000381469727,,,-1,-1
2015-01-23,28.075000762939453,28.4375,27.88249969482422,28.2450008392334,185859200,28.2450008392334,,,-1,-1
2015-01-26,28.434999465942383,28.59000015258789,28.200000762939453,28.274999618530273,222460000,28.274999618530273,,,-1,-1
2015-01-27,28.104999542236328,28.1200008392334,27.25749969482422,27.28499984741211,382274800,27.28499984741211,,,-1,-1
2015-01-28,29.407499313354492,29.530000686645508,28.827499389648438,28.827499389648438,585908400,28.827499389648438,,,-1,-1
2015-01-29,29.079999923706055,29.797500610351562,28.889999389648438,29.725000381469727,337745600,29.725000381469727,,,-1,-1
2015-01-30,29.600000381469727,30.0,29.212499618530273,29.290000915527344,334982000,29.290000915527344,,,-1,-1
2015-02-02,29.512500762939453,29.792499542236328,29.020000457763672,29.657499313354492,250956400,29.657499313354492,,,-1,-1
2015-02-03,29.625,29.772499084472656,29.40250015258789,29.662500381469727,207662800,29.662500381469727,,,-1,-1
2015-02-04,29.625,30.127500534057617,29.577499389648438,29.889999389648438,280598800,29.889999389648438,,,-1,-1
2015-02-05,30.0049991607666,30.0575008392334,29.8125,29.985000610351562,168984800,29.985000610351562,,,-1,-1
2015-02-06,30.0049991607666,30.0625,29.612499237060547,29.732500076293945,174826400,29.732500076293945,,,-1,-1
2015-02-09,29.637500762939453,29.959999084472656,29.607500076293945,29.93000030517578,155559200,29.93000030517578,,,-1,-1
2015-02-10,30.042499542236328,30.537500381469727,30.040000915527344,30.5049991607666,248034000,30.5049991607666,,,-1,-1
2015-02-11,30.6924991607666,31.229999542236328,30.625,31.219999313354492,294247200,31.219999313354492,,,-1,-1
2015-02-12,31.514999389648438,31.8700008392334,31.392499923706055,31.614999771118164,297898000,31.614999771118164,,,-1,-1
2015-02-13,31.81999969482422,31.81999969482422,31.412500381469727,31.770000457763672,217088800,31.770000457763672,,,-1,-1
2015-02-17,31.872499465942383,32.220001220703125,31.729999542236328,31.957500457763672,252609600,31.957500457763672,,,-1,-1
2015-02-18,31.907499313354492,32.19499969482422,31.862499237060547,32.18000030517578,179566800,32.18000030517578,,,-1,-1
2015-02-19,32.119998931884766,32.25749969482422,32.08250045776367,32.11249923706055,149449600,32.11249923706055,,,-1,-1
2015-02-20,32.154998779296875,32.375,32.01250076293945,32.375,195793600,32.375,,,-1,-1
2015-02-23,32.505001068115234,33.25,32.415000915527344,33.25,283896400,33.25,,,-1,-1
2015-02-24,33.23500061035156,33.400001525878906,32.79249954223633,33.04249954223633,276912400,33.04249954223633,,,-1,-1
2015-02-25,32.88999938964844,32.900001525878906,32.037498474121094,32.1974983215332,298846800,32.1974983215332,,,-1,-1
2015-02-26,32.1974983215332,32.717498779296875,31.65250015258789,32.60499954223633,365150000,32.60499954223633,,,-1,-1
2015-02-27,32.5,32.64250183105469,32.060001373291016,32.1150016784668,248059200,32.1150016784668,,,-1,-1
2015-03-02,32.3125,32.56999969482422,32.07500076293945,32.272499084472656,192386800,32.272499084472656,,,-1,-1
2015-03-03,32.2400016784668,32.380001068115234,32.022499084472656,32.34000015258789,151265200,32.34000015258789,,,-1,-1
2015-03-04,32.275001525878906,32.38999938964844,32.08000183105469,32.1349983215332,126665200,32.1349983215332,,,-1,-1
2015-03-05,32.14500045776367,32.1875,31.440000534057617,31.602500915527344,226068400,31.602500915527344,,,-1,-1
2015-03-06,32.099998474121094,32.342498779296875,31.565000534057617,31.649999618530273,291368400,31.649999618530273,,,-1,-1
2015-03-09,31.989999771118164,32.39250183105469,31.264999389648438,31.78499984741211,354114000,31.78499984741211,,,-1,-1
2015-03-10,31.602500915527344,31.80500030517578,30.950000762939453,31.127500534057617,275426400,31.127500534057617,,,-1,-1
2015-03-11,31.1875,31.1924991607666,30.52750015258789,30.559999465942383,275756000,30.559999465942383,,,-1,-1
2015-03-12,30.577499389648438,31.225000381469727,30.407499313354492,31.112499237060547,193450800,31.112499237060547,,,-1,-1
2015-03-13,31.100000381469727,31.350000381469727,30.645000457763672,30.897499084472656,207309200,30.897499084472656,,,-1,-1
2015-03-16,30.969999313354492,31.237499237060547,30.717500686645508,31.237499237060547,143497200,31.237499237060547,,,-1,-1
2015-03-17,31.475000381469727,31.829999923706055,31.412500381469727,31.760000228881836,204092400,31.760000228881836,,,-1,-1
2015-03-18,31.75,32.290000915527344,31.592500686645508,32.11750030517578,261083600,32.11750030517578,,,-1,-1
2015-03-19,32.1875,32.3125,31.850000381469727,31.875,183238000,31.875,,,-1,-1
2015-03-20,32.0625,32.099998474121094,31.290000915527344,31.475000381469727,274780400,31.475000381469727,,,-1,-1
2015-03-23,31.780000686645508,31.962499618530273,31.6299991607666,31.802499771118164,150838800,31.802499771118164,,,-1,-1
2015-03-24,31.8075008392334,32.0099983215332,31.639999389648438,31.672500610351562,131369200,31.672500610351562,,,-1,-1
2015-03-25,31.635000228881836,31.704999923706055,30.844999313354492,30.844999313354492,206620800,30.844999313354492,,,-1,-1
2015-03-26,30.690000534057617,31.219999313354492,30.649999618530273,31.059999465942383,190291600,31.059999465942383,,,-1,-1
2015-03-27,31.142499923706055,31.174999237060547,30.727500915527344,30.8125,158184800,30.8125,,,-1,-1
2015-03-30,31.012500762939453,31.600000381469727,31.0,31.592500686645508,188398800,31.592500686645508,,,-1,-1
2015-03-31,31.522499084472656,31.622499465942383,31.09000015258789,31.107500076293945,168362400,31.107500076293945,,,-1,-1
2015-04-01,31.204999923706055,31.280000686645508,30.774999618530273,31.0625,162485600,31.0625,,,-1,-1
2015-04-02,31.25749969482422,31.389999389648438,31.047500610351562,31.329999923706055,128880400,31.329999923706055,,,-1,-1
2015-04-06,31.11750030517578,31.877500534057617,31.082500457763672,31.837499618530273,148776000,31.837499618530273,,,-1,-1
2015-04-07,31.90999984741211,32.029998779296875,31.4950008392334,31.502500534057617,140049200,31.502500534057617,,,-1,-1
2015-04-08,31.462499618530273,31.600000381469727,31.24250030517578,31.399999618530273,149316800,31.399999618530273,,,-1,-1
2015-04-09,31.462499618530273,31.645000457763672,31.165000915527344,31.639999389648438,129936000,31.639999389648438,,,-1,-1
2015-04-10,31.487499237060547,31.802499771118164,31.315000534057617,31.774999618530273,160752000,31.774999618530273,,,-1,-1
2015-04-13,32.092498779296875,32.14250183105469,31.65250015258789,31.712499618530273,145460400,31.712499618530273,,,-1,-1
2015-04-14,31.75,31.822500228881836,31.477500915527344,31.575000762939453,102098400,31.575000762939453,,,-1,-1
